Control Mode;EV | PV Penetration;count;mean;std;min;25%;50%;75%;max
voltwatt;40 | 40;975.00;2528.07;844.67;757.13;1901.72;2484.09;3071.16;6664.32
voltwatt;40 | 60;699.00;3269.27;1000.54;1066.36;2518.49;3180.66;3976.20;6747.29
voltwatt;40 | 80;938.00;3805.90;1094.77;982.38;3031.93;3710.52;4513.35;7539.95
voltwatt;60 | 0;1000.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
voltwatt;60 | 100;746.00;4291.90;1134.95;1238.84;3502.29;4207.37;5059.32;7726.73
voltwatt;60 | 20;944.00;1345.37;473.88;233.37;1004.07;1303.52;1649.90;3376.31
voltwatt;60 | 40;1000.00;2512.36;818.57;579.15;1920.79;2485.32;3081.27;5154.69
voltwatt;60 | 60;749.00;3336.10;1008.60;787.59;2604.12;3249.18;4033.75;6505.03
voltwatt;60 | 80;924.00;3912.30;1102.81;1110.59;3131.70;3869.47;4656.50;7879.68
voltwatt;80 | 0;1000.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
voltwatt;80 | 100;1000.00;4501.95;1228.49;1560.33;3588.53;4444.38;5290.21;9304.73
voltwatt;80 | 20;1000.00;1353.23;481.89;253.53;1010.24;1310.05;1660.84;2954.52
voltwatt;80 | 40;1000.00;2576.52;848.65;593.59;1949.18;2511.36;3110.15;5216.81
voltwatt;80 | 60;1000.00;3331.78;1052.24;626.58;2555.90;3289.61;4014.42;7072.15
voltwatt;80 | 80;1000.00;3928.98;1122.17;1028.48;3089.66;3896.15;4676.55;7487.01
